Company,URL,Company Description,All Investors,Total Funding,Sector,Industry,Sub-Industry,Country,State,City,Phone,Email,VC Backed,Exit Round,Exit Date,Last Funding Round,Last Funding Date,Last Funding Amount,Last Funding Simplified Round,Last Funding Investors,Min Valuation,Max Valuation,Min Price/Sales Ratio,Max Price/Sales Ratio,Continent,Private Collections,Expert Collections,Twitter Score,# Twitter Followers,Twitter Engagement,Followers to Following,Twitter Followers Growth,Twitter Mentions Growth,Twitter Handle
Rubicon Technology,http://www.rubicon-es2.com,"Rubicon Technology is a materials science solutions provider involved in research, manufacturing, marketing, and distribution of high-quality single-crystal sapphire and other advanced technology materials.  Rubicon, founded in 1995, provides materials to the opto-electronics, compound semiconductor, laser semiconductor fabrication telecommunications and optical markets.    In November 2011, Rubicon Technology went public with a valuation of $269.35 million.",AH Ventures;ATEL Ventures;Cross Atlantic Capital Partners;Gazelle TechVentures;Hercules Capital;KB Partners;Public;River Cities Capital Fund;Silicon Valley Bank;Undisclosed Venture Investors,34.61,Industrial,Basic Materials,Synthetics,United States,Illinois,Franklin Park,,,Yes,IPO,2007/11/08,Series E,2007/04/09,11.63,Series E,Hercules Capital,269.35,269.35,,,North America,,,,,,,,,
Rubius Therapeutics,http://www.rubiustx.com,"Rubius Therapeutics is developing Red-Cell Therapeutics (RCTs) as a new treatment modality to address a wide array of indications including cancer, autoimmune disease, rare disease and metabolic disease. RCTs are enucleated cell-based therapies that can be engineered to have diverse activities. The company has established a platform for the rapid design, generation, testing and development of RCT products.",Flagship Pioneering;Public;Undisclosed Investors,245,Healthcare,Drug Development,,United States,Massachusetts,Cambridge,617-679-9600,info@rubiustx.com,Yes,IPO,2018/07/18,Series C,2018/03/01,100,Series C,Undisclosed Investors,1756.74,1756.74,,,North America,,Pharma Startups;Cancer Therapeutics;Rare Diseases,,37,0,37,300.00%,,@rubius_tx
SAGE Therapeutics,http://www.sagerx.com,"SAGE Therapeutics is a neuroscience-focused company developing medicines to treat rare and orphan diseases of the central nervous system (CNS). SAGE's lead program, SAGE-547, is in clinical development for super refractory status epilepticus and is the first of many compounds the company is developing in its portfolio of potential seizure medicines. In addition to status epilepticus, the company's initial pipeline includes programs in neuroanesthesia and orphan genetic CNS disorders where currently available therapies poorly address the areas of most urgent patient need and may also be accompanied by considerable side effects. SAGE's robust allosteric modulator chemistry platform has generated multiple new compounds that target the GABAA and NMDA pathways, which have demonstrated preclinical activity.",ARCH Venture Partners;EcoR1 Capital;Foresite Capital;National Institutes of Health;OrbiMed Advisors;Public;Third Rock Ventures;Undisclosed Investors,103,Healthcare,Drug Development,,United States,Massachusetts,Cambridge,617-299-8380,contact@sagerx.com,Yes,IPO,2014/07/18,Series C,2014/03/13,38,Series C,Third Rock Ventures;ARCH Venture Partners;Foresite Capital;OrbiMed Advisors;EcoR1 Capital;Undisclosed Investors,449.31,449.31,,,North America,,Pharma Startups;Neuroscience Startups,,324,0.22,1.01,215.00%,100.00%,@SageBiotech
SI-BONE,http://www.si-bone.com,"SI-BONE is a sacroiliac joint medical device company dedicated to the development of tools and products for diagnosing and treating patients with low back issues related to SI joint disorders. The company has developed, and is manufacturing and marketing, less invasive approaches using implants for the treatment of certain SI joint pathology. SI-BONE has an experienced management team with extensive experience in orthopedic and spine medical devices.",Arboretum Ventures;Montreux Equity Partners;Novo Ventures;OrbiMed Advisors;Oxford Finance;Public;Redline Capital Management;Silicon Valley Bank;Skyline Ventures,135.8,Healthcare,Medical Devices & Equipment,Surgical Devices,United States,California,Santa Clara,408-207-0700,,Yes,IPO,2018/10/17,Growth Equity - III,2016/06/17,20,Growth Equity,OrbiMed Advisors;Arboretum Ventures;Skyline Ventures,326.9,326.9,,,North America,,Medical Devices,,,,,,,
SLS International,http://www.slsloudspeakers.com,"SLS International is a Consumer Products & Services/Consumer Electronics company based in Ozark, Missouri. SLS International's investors include Promethean Asset Management, RBC Venture Partners and BayStar Capital.",BayStar Capital;Information Venture Partners;Promethean Asset Management;Public,15,Consumer Products & Services,Consumer Electronics,,United States,Missouri,Ozark,417-883-4549,,Yes,IPO,2005/12/08,Unattributed VC,2005/01/11,15,Venture Capital,BayStar Capital;Promethean Asset Management;Information Venture Partners,,,,,North America,,Consumer Hardware,,,,,,,
SPS Commerce,http://www.spscommerce.com,"SPS Commerce provides cloud-based supply chain management software to retailers, suppliers, third-party logistics providers and partners.",Adams Street Partners;Axiom Venture Partners;CID Capital;Granite Equity Partners;GTG Ventures;Pacific Venture Group;Public;River Cities Capital Fund;St. Paul Venture Capital;Svoboda Capital Partners;Undisclosed Venture Investors,61.2,Internet,Internet Software & Services,Supply Chain & Logistics,United States,Minnesota,Minneapolis,866-245-8100,,Yes,IPO,2010/04/15,Series E,2003/05/22,18,Series E,Adams Street Partners;Granite Equity Partners;River Cities Capital Fund;St. Paul Venture Capital;Pacific Venture Group;CID Capital;Svoboda Capital Partners;Axiom Venture Partners,131.1,131.1,,,North America,,Supply Chain & Logistics Tech,,2405,0.15,2.39,240.00%,-25.00%,@SPS_Commerce
SS&C Technologies,http://www.ssctech.com,SS&C (NASDAQ: SSNC) Technologies is a global provider of investment and financial software-enabled services and software focused exclusively on the global financial services industry.,Public;The Carlyle Group;Undisclosed Venture Investors,7.37,Internet,Internet Software & Services,,United States,Connecticut,Windsor,800-234-0556,solution@sscinc.com,Yes,IPO,2010/03/11,Unattributed VC,1995/01/01,7.37,Venture Capital,Undisclosed Venture Investors,160.9,160.9,,,North America,,,,3056,0.05,2.19,-77.00%,-50.00%,@SSCTechnologies
SST,http://www.shotspotter.com,"SST (NASDAQ: SSTI), formerly ShotSpotter, is a provider of gunshot detection solutions that help law enforcement officials and security personnel identify, locate, and deter gun violence. The company offers its software solutions on a SaaS-based subscription model to customers around the world. Its public safety solution, ShotSpotter Flex, is deployed in urban, high-crime areas to help deter gun violence by accurately detecting and locating gunshots and sending near real-time alerts to law enforcement. Its security solutions, SST SecureCampus and ShotSpotter SiteSecure, are designed to help law enforcement and security personnel serving universities, corporate campuses, and key infrastructure and transportation centers mitigate risk and enhance security by notifying authorities and first responders of an active-shooter event almost immediately. The speed and accuracy of SST's solutions enable rapid response by law enforcement and security personnel, increase the chances of apprehending the shooter, aid in evidentiary collection, and can serve as an overall deterrent.",Band of Angels;Bay Ventures;Broidy Capital Management;City Light Capital;Claremont Creek Ventures;Gideon Hixon Fund;Information City;Labrador Ventures;Lauder Partners;Levensohn Venture Partners;Motorola Solutions Venture Capital;Norwest Venture Partners;Public;RNR Ventures;Westly Group,69.79,Internet,Internet Software & Services,Monitoring & Security,United States,California,Newark,510-794-3100,support@shotspotter.com,Yes,IPO,2017/06/07,Series B - II,2014/04/04,9.68,Series B,Levensohn Venture Partners;City Light Capital;Lauder Partners,100.24,100.24,21.97281894,21.97281894,North America,,Internet of Things ( IoT );GovTech;Enterprise SaaS,,581,0,0.77,-33.00%,,@SSTGunfireIndex
STAAR Surgical Company,http://www.staar.com,"Staar Surgical is a medical device company. It had developed the Epiphany Injection System.STAAR&reg; Surgical Company is a technology leader in the eye surgery equipment industry. The company manufactures advanced intraocular lenses, implantable COLLAMER&reg; lenses, glaucoma implants, and other ophthalmic devices.",Andesite;Andover Capital Partners;AWM Investment Company;BayStar Capital;BNP Paribas;Broadwood Capital;Colonial Fund;Conus Partners;Domain Associates;Fortis Private Equity;Freedom2;Heartland Advisors;Invesco Private Capital;Pequot Capital Mangement;ProMed Capital;Public;Sagitta Asset Management;SF Capital Group;Symmetry Capital Management;Ursus Capital Management,47.85,Healthcare,Medical Devices & Equipment,Surgical Devices,United States,California,Monrovia,626-303-7902,,Yes,IPO,2004/07/08,Unattributed VC - III,2005/04/11,14.35,Venture Capital,Andover Capital Partners;Andesite;Ursus Capital Management;ProMed Capital;Freedom2;Conus Partners;SF Capital Group;Broadwood Capital;Symmetry Capital Management;AWM Investment Company,,,,,North America,,Medical Devices;Eye Health,,,,,,,
Sabre Holdings Corporation,http://www.sabre-holdings.com,"Sabre is a leading technology provider to the global travel and tourism industry. Sabre's software, data, mobile and distribution solutions are used by hundreds of airlines and thousands of hotel properties to manage critical operations, such as passenger and guest reservations, revenue management, and flight, network and crew management. Sabre also operates a leading global travel marketplace, processing over $100 billion of estimated travel spend in 2013 by connecting travel suppliers to their most valued customers, the business traveler.  Headquartered in Southlake, Texas, USA, Sabre employs approximately 10,000 people in approximately 60 countries around the world.",Battery Ventures;General Catalyst;Norwest Venture Partners;Public;Silver Lake Partners;TPG Capital;Trident Capital,,Software (non-internet/mobile),Supply Chain & Logistics Software,,United States,Texas,Southlake,682-605-1000,,Yes,IPO,2014/04/17,Unattributed VC,,,Venture Capital,Norwest Venture Partners;Battery Ventures;Trident Capital;General Catalyst,3925.41,3925.41,1.287222251,1.287222251,North America,,Smart Money VCs,,,,,,,
SailPoint Technologies,http://www.sailpoint.com,"SailPoint is an independent identity and access management (IAM) provider and helps the world's largest organizations securely and effectively deliver and manage user access from any device to data and applications residing in the datacenter, on mobile devices, and in the cloud. The company's innovative product portfolio offers customers an integrated set of core services including identity governance, provisioning, and access management delivered on-premises or from the cloud (IAM-as-a-service).",Austin Ventures;CenterPoint Ventures;Lightspeed Venture Partners;Origin Partners;Public;Silverton Partners;Thoma Bravo;Undisclosed Investors,26.08,Internet,Internet Software & Services,Compliance,United States,Texas,Austin,512-346-2000,info@sailpoint.com,Yes,IPO,2017/11/17,Unattributed,2014/12/30,0.25,Undisclosed,Undisclosed Investors,1075.6,1075.6,,,North America,,RSA Exhibitors 2016;Smart Money VCs;Regtech;Enterprise SaaS,,,,,,,
Salesforce,http://www.salesforce.com,"Salesforce (NYSE: CRM) is an enterprise cloud computing provider. The Company supplies a customer relationship management service to businesses worldwide providing a technology platform for customers and developers to build and run business applications. Clients use salesforce.com to manage their customer, sales, and operational data. Products include Sales Cloud, Service Cloud, Marketing Cloud, Community Cloud, Salesforce Analytics, and App Cloud.",Aman Ventures;Attractor Investment Management;Avalon Investments;Brooks Keret Group;CSFB;DRW Venture Partners;Emergence Capital Partners;Geneva Venture Partners;Individuals Venture Fund;Meritech Capital Partners;Public;SunBridge Partners;Tako Ventures;WR Hambrecht,98.86,Internet,Internet Software & Services,Customer Relationship Management,United States,California,San Francisco,415-901-7000,investor@salesforce.com,Yes,IPO,2004/06/19,Unattributed VC - III,2001/06/23,46.91,Venture Capital,DRW Venture Partners;Attractor Investment Management;Aman Ventures;CSFB;SunBridge Partners;Avalon Investments;Geneva Venture Partners;Individuals Venture Fund,1114.3,1114.3,32.02011494,32.02011494,North America,,Mobile World Congress 2016;Collision Conference 4.26.2016 ;Smart Money VCs,,328042,18.1,15.63,1.00%,98.00%,@salesforce
